4;4.587965;0.587965
4;4.654301;0.654301
4;4.634811;0.634811
4;4.586802;0.586802
4;4.709650;0.709650
4;4.412356;0.412356
4;4.461488;0.461488
4;4.307100;0.307100
4;4.587965;0.587965
4;4.587965;0.587965
4;4.503800;0.503800
4;4.634811;0.634811
4;4.307100;0.307100
4;4.503800;0.503800
4;4.461488;0.461488
4;4.412356;0.412356
4;4.559140;0.559140
4;4.118115;0.118115
4;4.337979;0.337979
4;4.503800;0.503800
4;4.503800;0.503800
4;4.675020;0.675020
4;4.461488;0.461488
4;4.503800;0.503800
4;4.118115;0.118115
4;3.849166;0.150834
4;4.675020;0.675020
4;3.977666;0.022334
4;4.307100;0.307100
4;4.554283;0.554283
4;4.307100;0.307100
4;4.571342;0.571342
4;3.678598;0.321402
0;0.047035;0.047035
4;4.476243;0.476243
4;4.118115;0.118115
4;4.571342;0.571342
4;4.412356;0.412356
4;4.307100;0.307100
4;4.461488;0.461488
4;4.695678;0.695678
4;4.559140;0.559140
4;3.671027;0.328973
4;4.503800;0.503800
4;4.307100;0.307100
4;4.461488;0.461488
4;4.461488;0.461488
4;4.554283;0.554283
3;3.130930;0.130930
4;4.503800;0.503800
4;4.571342;0.571342
4;4.571342;0.571342
4;4.118115;0.118115
4;3.849166;0.150834
4;4.448374;0.448374
4;4.118115;0.118115
4;4.503800;0.503800
3;3.272342;0.272342
4;4.571342;0.571342
4;4.337979;0.337979
4;4.559140;0.559140
4;4.476243;0.476243
4;4.503800;0.503800
4;4.587965;0.587965
4;4.586802;0.586802
4;4.307100;0.307100
4;4.654301;0.654301
4;4.675020;0.675020
4;4.695678;0.695678
4;3.849166;0.150834
4;4.503800;0.503800
4;4.448374;0.448374
4;4.571342;0.571342
4;4.587965;0.587965
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.559140;0.559140
4;4.758513;0.758513
0;0.047035;0.047035
4;4.448374;0.448374
4;4.337979;0.337979
4;4.709650;0.709650
4;4.634811;0.634811
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;3.468521;0.531479
4;3.849166;0.150834
4;4.782033;0.782033
4;4.782033;0.782033
0;0.047035;0.047035
0;0.047035;0.047035
4;4.337979;0.337979
4;4.448374;0.448374
4;4.788708;0.788708
0;0.047035;0.047035
4;4.758513;0.758513
3;3.204979;0.204979
4;4.772861;0.772861
0;0.047035;0.047035
4;4.503800;0.503800
0;0.047035;0.047035
0;0.047035;0.047035
4;4.461488;0.461488
0;0.047035;0.047035
4;4.503800;0.503800
4;4.758513;0.758513
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.554283;0.554283
4;3.977666;0.022334
4;4.476243;0.476243
4;4.476243;0.476243
4;4.772861;0.772861
4;4.559140;0.559140
4;4.412356;0.412356
4;4.476243;0.476243
4;4.307100;0.307100
4;4.412356;0.412356
4;4.118115;0.118115
4;4.412356;0.412356
0;0.047035;0.047035
0;0.047035;0.047035
4;3.398730;0.601270
4;4.307100;0.307100
4;4.118115;0.118115
4;4.587965;0.587965
4;4.586802;0.586802
4;3.977666;0.022334
4;4.476243;0.476243
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.571342;0.571342
4;4.503800;0.503800
4;4.675020;0.675020
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.448374;0.448374
4;4.503800;0.503800
4;4.782033;0.782033
4;3.977666;0.022334
4;4.737023;0.737023
4;4.587965;0.587965
4;4.118115;0.118115
4;4.695678;0.695678
4;3.435769;0.564231
4;4.675020;0.675020
0;0.047035;0.047035
0;0.047035;0.047035
4;4.782033;0.782033
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.782033;0.782033
0;0.047035;0.047035
4;4.634811;0.634811
4;4.461488;0.461488
4;4.737023;0.737023
4;4.758513;0.758513
4;4.461488;0.461488
4;4.587965;0.587965
4;4.788708;0.788708
0;0.047035;0.047035
4;4.654301;0.654301
4;4.772861;0.772861
0;0.047035;0.047035
4;4.412356;0.412356
4;4.587965;0.587965
4;4.503800;0.503800
4;4.675020;0.675020
4;4.772861;0.772861
4;4.791689;0.791689
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.782033;0.782033
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.503800;0.503800
4;4.503800;0.503800
0;0.047035;0.047035
4;4.654301;0.654301
4;4.412356;0.412356
4;4.772861;0.772861
4;4.586802;0.586802
4;4.634811;0.634811
4;4.118115;0.118115
4;4.654301;0.654301
4;4.791689;0.791689
4;4.571342;0.571342
0;0.047035;0.047035
4;4.758513;0.758513
4;4.772861;0.772861
0;0.047035;0.047035
4;4.782033;0.782033
4;4.503800;0.503800
4;4.476243;0.476243
4;4.634811;0.634811
4;4.675020;0.675020
4;4.737023;0.737023
4;4.675020;0.675020
4;4.307100;0.307100
4;4.559140;0.559140
4;4.772861;0.772861
4;4.337979;0.337979
4;4.307100;0.307100
4;3.977666;0.022334
4;4.461488;0.461488
3;2.878762;0.121238
4;3.849166;0.150834
4;3.977666;0.022334
4;4.307100;0.307100
4;4.559140;0.559140
4;3.796568;0.203432
4;4.571342;0.571342
4;3.703564;0.296436
4;4.559140;0.559140
4;3.849166;0.150834
4;3.781330;0.218670
4;3.362887;0.637113
4;4.118115;0.118115
4;4.461488;0.461488
4;4.559140;0.559140
4;3.794254;0.205746
4;4.118115;0.118115
3;3.206846;0.206846
4;4.118115;0.118115
4;4.307100;0.307100
3;3.182490;0.182490
4;4.654301;0.654301
4;4.571342;0.571342
4;4.503800;0.503800
4;4.695678;0.695678
4;4.654301;0.654301
4;4.675020;0.675020
3;3.288545;0.288545
4;4.790195;0.790195
4;3.849166;0.150834
4;4.503800;0.503800
4;4.758513;0.758513
4;4.307100;0.307100
4;4.634811;0.634811
4;4.586802;0.586802
4;4.559140;0.559140
4;4.503800;0.503800
4;4.758513;0.758513
0;0.047035;0.047035
0;0.047035;0.047035
4;4.571342;0.571342
4;4.737023;0.737023
4;4.559140;0.559140
4;3.447143;0.552857
4;4.654301;0.654301
4;4.772861;0.772861
0;0.047035;0.047035
4;4.758513;0.758513
4;4.791689;0.791689
0;0.047035;0.047035
4;4.476243;0.476243
4;4.782033;0.782033
0;0.047035;0.047035
4;4.695678;0.695678
4;4.503800;0.503800
4;4.587965;0.587965
4;4.654301;0.654301
4;3.977666;0.022334
4;4.118115;0.118115
4;4.675020;0.675020
0;0.047035;0.047035
0;0.047035;0.047035
0;0.047035;0.047035
4;4.695678;0.695678
4;4.737023;0.737023
4;3.781330;0.218670
0;0.047035;0.047035
0;0.047035;0.047035
3;2.515714;0.484286
4;4.782033;0.782033
0;0.047035;0.047035
4;4.586802;0.586802
4;4.461488;0.461488
4;4.758513;0.758513
0;0.047035;0.047035
0;0.047035;0.047035
